url,title,h1,meta_description,status_code,depth
https://www.sensacine.com/,"SensaCine.com: Cine, Cartelera, Estrenos de Cine, películas, Tráilers, Series, Entradas","Descubre la cartelera, los últimos tráilers, las mejores noticias, nuestros especiales de cine y series, y mucho más...","Todo sobre Cine y Series lo encontrarás en SensaCine.com: Cartelera, Películas, Estrenos, Entradas de Cine, Tráilers, Entrevistas, Críticas, Concursos, Actores, Parrilla, Programacíón de TV, Exclusivas.",200,0
